subjectID ActivityDesc FeatureDesc FeatureValue
3394 4 WALKING_UPSTAIRS fBodyAccMag-mean() -0.276825498230769
3395 5 WALKING_UPSTAIRS fBodyAccMag-mean() -0.169261525
3396 6 WALKING_UPSTAIRS fBodyAccMag-mean() -0.0819479396203922
3397 7 WALKING_UPSTAIRS fBodyAccMag-mean() -0.378618761568627
3398 8 WALKING_UPSTAIRS fBodyAccMag-mean() -0.13026451905122
3399 9 WALKING_UPSTAIRS fBodyAccMag-mean() -0.372890348979592
3400 10 WALKING_UPSTAIRS fBodyAccMag-mean() -0.166866721574468
3401 11 WALKING_UPSTAIRS fBodyAccMag-mean() -0.336061027407407
3402 12 WALKING_UPSTAIRS fBodyAccMag-mean() -0.290005418653846
3403 13 WALKING_UPSTAIRS fBodyAccMag-mean() -0.367522800909091
3404 14 WALKING_UPSTAIRS fBodyAccMag-mean() -0.0759851813333333
3405 15 WALKING_UPSTAIRS fBodyAccMag-mean() -0.165242147958333
3406 16 WALKING_UPSTAIRS fBodyAccMag-mean() -0.370649738235294
3407 17 WALKING_UPSTAIRS fBodyAccMag-mean() -0.150305643291667
3408 18 WALKING_UPSTAIRS fBodyAccMag-mean() -0.436561064482759
3409 19 WALKING_UPSTAIRS fBodyAccMag-mean() -0.07962876322
3410 20 WALKING_UPSTAIRS fBodyAccMag-mean() -0.205009295196078
3411 21 WALKING_UPSTAIRS fBodyAccMag-mean() -0.257894449148936
3412 22 WALKING_UPSTAIRS fBodyAccMag-mean() -0.0866905123880952
3413 23 WALKING_UPSTAIRS fBodyAccMag-mean() -0.231382662235294
3414 24 WALKING_UPSTAIRS fBodyAccMag-mean() -0.322300989322034
3415 25 WALKING_UPSTAIRS fBodyAccMag-mean() -0.527907561538462
3416 26 WALKING_UPSTAIRS fBodyAccMag-mean() -0.167566383372727
3417 27 WALKING_UPSTAIRS fBodyAccMag-mean() -0.393928937058824
3418 28 WALKING_UPSTAIRS fBodyAccMag-mean() -0.213519364760784
3419 29 WALKING_UPSTAIRS fBodyAccMag-mean() -0.108306402963265
3420 30 WALKING_UPSTAIRS fBodyAccMag-mean() -0.400588353846154
3421 1 LAYING fBodyAccMag-meanFreq() 0.08640856294
3422 2 LAYING fBodyAccMag-meanFreq() 0.2662982125
3423 3 LAYING fBodyAccMag-meanFreq() 0.236990127870968
3424 4 LAYING fBodyAccMag-meanFreq() 0.241697899814815
3425 5 LAYING fBodyAccMag-meanFreq() 0.292032094967308
3426 6 LAYING fBodyAccMag-meanFreq() 0.1446050868
3427 7 LAYING fBodyAccMag-meanFreq() -0.129091025169231
3428 8 LAYING fBodyAccMag-meanFreq() 0.0484988463518519
3429 9 LAYING fBodyAccMag-meanFreq() -0.085609052452
3430 10 LAYING fBodyAccMag-meanFreq() 0.260388946262069
3431 11 LAYING fBodyAccMag-meanFreq() 0.336010660578947
3432 12 LAYING fBodyAccMag-meanFreq() 0.0818083852738333
3433 13 LAYING fBodyAccMag-meanFreq() 0.0815111222612903
3434 14 LAYING fBodyAccMag-meanFreq() -0.131771172645098
3435 15 LAYING fBodyAccMag-meanFreq() 0.127358410820833
3436 16 LAYING fBodyAccMag-meanFreq() -0.121302340485714
3437 17 LAYING fBodyAccMag-meanFreq() -0.0494678208816901
3438 18 LAYING fBodyAccMag-meanFreq() 0.339472649138462
3439 19 LAYING fBodyAccMag-meanFreq() 0.168481196584337
3440 20 LAYING fBodyAccMag-meanFreq() 0.187758018548529
3441 21 LAYING fBodyAccMag-meanFreq() -0.101802808811111
3442 22 LAYING fBodyAccMag-meanFreq() 0.0988290426666667
3443 23 LAYING fBodyAccMag-meanFreq() 0.0359321171277778
3444 24 LAYING fBodyAccMag-meanFreq() 0.0811245566805556
3445 25 LAYING fBodyAccMag-meanFreq() -0.241575056393973
3446 26 LAYING fBodyAccMag-meanFreq() 0.277268278907895
3447 27 LAYING fBodyAccMag-meanFreq() 0.368679681202703
3448 28 LAYING fBodyAccMag-meanFreq() 0.038386092475
3449 29 LAYING fBodyAccMag-meanFreq() 0.435846931652174
3450 30 LAYING fBodyAccMag-meanFreq() 0.17601722025
3451 1 SITTING fBodyAccMag-meanFreq() 0.236655011680851
3452 2 SITTING fBodyAccMag-meanFreq() 0.130934202854348
3453 3 SITTING fBodyAccMag-meanFreq() 0.02816007875
3454 4 SITTING fBodyAccMag-meanFreq() 0.028092110644
3455 5 SITTING fBodyAccMag-meanFreq() 0.0586075165227273
3456 6 SITTING fBodyAccMag-meanFreq() 0.128902046152727
3457 7 SITTING fBodyAccMag-meanFreq() -0.0112330111875
3458 8 SITTING fBodyAccMag-meanFreq() 0.121543001092174
3459 9 SITTING fBodyAccMag-meanFreq() -0.08061344386
3460 10 SITTING fBodyAccMag-meanFreq() 0.221566081296296
3461 11 SITTING fBodyAccMag-meanFreq() 0.198648837339623
3462 12 SITTING fBodyAccMag-meanFreq() 0.00487835794117647
3463 13 SITTING fBodyAccMag-meanFreq() 0.150538936606122
3464 14 SITTING fBodyAccMag-meanFreq() 0.015368050237037
3465 15 SITTING fBodyAccMag-meanFreq() 0.157506318561017
3466 16 SITTING fBodyAccMag-meanFreq() 0.240617264101449
3467 17 SITTING fBodyAccMag-meanFreq() 0.126009669051562
3468 18 SITTING fBodyAccMag-meanFreq() 0.304581057473684
3469 19 SITTING fBodyAccMag-meanFreq() -0.0538580142455342
3470 20 SITTING fBodyAccMag-meanFreq() 0.0408663540363636
3471 21 SITTING fBodyAccMag-meanFreq() 0.250062689644706
3472 22 SITTING fBodyAccMag-meanFreq() -0.0543672717149677
3473 23 SITTING fBodyAccMag-meanFreq() 0.162284907683824
3474 24 SITTING fBodyAccMag-meanFreq() 0.0943831689514706
3475 25 SITTING fBodyAccMag-meanFreq() 0.194658204369231
3476 26 SITTING fBodyAccMag-meanFreq() 0.0890797482948718
3477 27 SITTING fBodyAccMag-meanFreq() 0.207855626508571
3478 28 SITTING fBodyAccMag-meanFreq() 0.0291999772481944
3479 29 SITTING fBodyAccMag-meanFreq() 0.250970927783333
3480 30 SITTING fBodyAccMag-meanFreq() 0.0705937003967742
3481 1 STANDING fBodyAccMag-meanFreq() 0.284555290773585
3482 2 STANDING fBodyAccMag-meanFreq() 0.119649963903704
3483 3 STANDING fBodyAccMag-meanFreq() -0.000332753967377052
3484 4 STANDING fBodyAccMag-meanFreq() -0.102971757742857
3485 5 STANDING fBodyAccMag-meanFreq() -0.0169422323298214
3486 6 STANDING fBodyAccMag-meanFreq() 0.0373542193561403
3487 7 STANDING fBodyAccMag-meanFreq() -0.0288451773293208
3488 8 STANDING fBodyAccMag-meanFreq() 0.110646845581481
3489 9 STANDING fBodyAccMag-meanFreq() 0.0235738706622222
3490 10 STANDING fBodyAccMag-meanFreq() 0.0902454673818182
3491 11 STANDING fBodyAccMag-meanFreq() 0.233078227234043
3492 12 STANDING fBodyAccMag-meanFreq() 0.0468988697540984
3493 13 STANDING fBodyAccMag-meanFreq() 0.0936059842982456
3494 14 STANDING fBodyAccMag-meanFreq() -0.0374702781666667
3495 15 STANDING fBodyAccMag-meanFreq() 0.0328961071132075
3496 16 STANDING fBodyAccMag-meanFreq() 0.0924921398371795
3497 17 STANDING fBodyAccMag-meanFreq() 0.119058407512821
3498 18 STANDING fBodyAccMag-meanFreq() 0.0447928488520548
3499 19 STANDING fBodyAccMag-meanFreq() 0.00178112668493151
3500 20 STANDING fBodyAccMag-meanFreq() -0.0784367685864384
3501 21 STANDING fBodyAccMag-meanFreq() 0.0947666458898876
3502 22 STANDING fBodyAccMag-meanFreq() -0.0729359541825397
3503 23 STANDING fBodyAccMag-meanFreq() 0.0611889890617647
3504 24 STANDING fBodyAccMag-meanFreq() -0.0499986378695652
3505 25 STANDING fBodyAccMag-meanFreq() 0.153959874551081
3506 26 STANDING fBodyAccMag-meanFreq() 0.0663748187851351
3507 27 STANDING fBodyAccMag-meanFreq() 0.17782530310375
3508 28 STANDING fBodyAccMag-meanFreq() -0.0886594278246835
3509 29 STANDING fBodyAccMag-meanFreq() 0.179958311861538
3510 30 STANDING fBodyAccMag-meanFreq() -0.111500209335424
3511 1 WALKING fBodyAccMag-meanFreq() 0.1906437244
3512 2 WALKING fBodyAccMag-meanFreq() 0.393206208305085
3513 3 WALKING fBodyAccMag-meanFreq() 0.113494312836207
3514 4 WALKING fBodyAccMag-meanFreq() 0.382096409966667
3515 5 WALKING fBodyAccMag-meanFreq() 0.149852522225
3516 6 WALKING fBodyAccMag-meanFreq() 0.20009036395614
3517 7 WALKING fBodyAccMag-meanFreq() 0.172997883545614
3518 8 WALKING fBodyAccMag-meanFreq() 0.204080887916667
3519 9 WALKING fBodyAccMag-meanFreq() 0.161672988528846
3520 10 WALKING fBodyAccMag-meanFreq() 0.179599864783019
3521 11 WALKING fBodyAccMag-meanFreq() 0.0935818048854746
3522 12 WALKING fBodyAccMag-meanFreq() 0.25226775306
3523 13 WALKING fBodyAccMag-meanFreq() 0.253532325631579
3524 14 WALKING fBodyAccMag-meanFreq() -0.0368327907423729
3525 15 WALKING fBodyAccMag-meanFreq() 0.0782256056231481
3526 16 WALKING fBodyAccMag-meanFreq() 0.175600477686275
3527 17 WALKING fBodyAccMag-meanFreq() 0.174349227754098
3528 18 WALKING fBodyAccMag-meanFreq() 0.131646853132143
3529 19 WALKING fBodyAccMag-meanFreq() 0.307394950576923
3530 20 WALKING fBodyAccMag-meanFreq() 0.291882701372549
3531 21 WALKING fBodyAccMag-meanFreq() 0.232789920596154
3532 22 WALKING fBodyAccMag-meanFreq() 0.368620829130435
3533 23 WALKING fBodyAccMag-meanFreq() 0.281811709254237
3534 24 WALKING fBodyAccMag-meanFreq() 0.153588267505862
3535 25 WALKING fBodyAccMag-meanFreq() 0.0526493104482432
3536 26 WALKING fBodyAccMag-meanFreq() 0.174398099661017
3537 27 WALKING fBodyAccMag-meanFreq() 0.243535983807018
3538 28 WALKING fBodyAccMag-meanFreq() 0.107450069401852
3539 29 WALKING fBodyAccMag-meanFreq() 0.0998266557713208
3540 30 WALKING fBodyAccMag-meanFreq() 0.0483161700923077
3541 1 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.119187142767959
3542 2 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.0938321297617021
3543 3 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.0439616686306122
3544 4 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.101078170917778
3545 5 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() -0.0137055065085106
3546 6 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.106479482332292
3547 7 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.00380298110638298
3548 8 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.229144569581579
3549 9 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() -0.0498273898880952
3550 10 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.164428829157895
3551 11 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.0316725683978261
3552 12 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.078615024478587
3553 13 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.0821411398170213
3554 14 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.000464165078
3555 15 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() -0.0581788548595238
3556 16 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.0201391853085106
3557 17 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() -0.0553633752984783
3558 18 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() -0.0768405979909091
3559 19 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.226461674461538
3560 20 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() -0.102474919222222
3561 21 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.0117020858033333
3562 22 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.130782546102778
3563 23 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.167846645746296
3564 24 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() -0.0364416083527273
3565 25 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() -0.17216563837931
3566 26 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() -0.152993475556
3567 27 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.0640204520170455
3568 28 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.0406977206476087
3569 29 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() 0.0204223113808333
3570 30 WALKING_DOWNSTAIRS fBodyAccMag-meanFreq() -0.072482764933871
3571 1 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.0977433496415094
3572 2 WALKING_UPSTAIRS fBodyAccMag-meanFreq() 0.107680395229167
3573 3 WALKING_UPSTAIRS fBodyAccMag-meanFreq() 0.0238218745338983
3574 4 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.108017171661154
3575 5 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.020494853812766
3576 6 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.0140154345627451
3577 7 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.0892278153411765
3578 8 WALKING_UPSTAIRS fBodyAccMag-meanFreq() 0.207071289558293
3579 9 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.00195427494897959
3580 10 WALKING_UPSTAIRS fBodyAccMag-meanFreq() 0.0879049622851064
3581 11 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.137089383
3582 12 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.00111843704807692
3583 13 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.15090472406
3584 14 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.168723817533333
3585 15 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.0383017813479167
3586 16 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.0937396805764706
3587 17 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.184408514979167
3588 18 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.218615528237931
3589 19 WALKING_UPSTAIRS fBodyAccMag-meanFreq() 0.1670048042575
3590 20 WALKING_UPSTAIRS fBodyAccMag-meanFreq() 0.0274686447058824
3591 21 WALKING_UPSTAIRS fBodyAccMag-meanFreq() 0.029334838793617
3592 22 WALKING_UPSTAIRS fBodyAccMag-meanFreq() 0.29374477
3593 23 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.0111619282254902
3594 24 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.113727064838983
3595 25 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.273261579076923
3596 26 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.0172240385858182
3597 27 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.0126842499664706
3598 28 WALKING_UPSTAIRS fBodyAccMag-meanFreq() 0.0202047636666667
3599 29 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.145077640897959
3600 30 WALKING_UPSTAIRS fBodyAccMag-meanFreq() -0.312338030213846
3601 1 LAYING fBodyAccMag-std() -0.7983009404
3602 2 LAYING fBodyAccMag-std() -0.975121387916667
3603 3 LAYING fBodyAccMag-std() -0.968350217419355
3604 4 LAYING fBodyAccMag-std() -0.937187975962963
3605 5 LAYING fBodyAccMag-std() -0.962525369423077
3606 6 LAYING fBodyAccMag-std() -0.905373979824561
3607 7 LAYING fBodyAccMag-std() -0.910542462919231
3608 8 LAYING fBodyAccMag-std() -0.917257979425926
3609 9 LAYING fBodyAccMag-std() -0.921929738394
3610 10 LAYING fBodyAccMag-std() -0.944304974655172
3611 11 LAYING fBodyAccMag-std() -0.976037695614035
3612 12 LAYING fBodyAccMag-std() -0.942133255166667
3613 13 LAYING fBodyAccMag-std() -0.949431319193548
3614 14 LAYING fBodyAccMag-std() -0.859606047058823
3615 15 LAYING fBodyAccMag-std() -0.94550856
3616 16 LAYING fBodyAccMag-std() -0.958111895857143
3617 17 LAYING fBodyAccMag-std() -0.949042531690141
3618 18 LAYING fBodyAccMag-std() -0.987648484461539
3619 19 LAYING fBodyAccMag-std() -0.964056773975904
3620 20 LAYING fBodyAccMag-std() -0.9418940855
3621 21 LAYING fBodyAccMag-std() -0.944449070888889
3622 22 LAYING fBodyAccMag-std() -0.913267251263889
3623 23 LAYING fBodyAccMag-std() -0.958465695416667
3624 24 LAYING fBodyAccMag-std() -0.971063024027778
3625 25 LAYING fBodyAccMag-std() -0.651353241643836
3626 26 LAYING fBodyAccMag-std() -0.966576631710526
3627 27 LAYING fBodyAccMag-std() -0.980296339054054
3628 28 LAYING fBodyAccMag-std() -0.95756401875
3629 29 LAYING fBodyAccMag-std() -0.981599783623188
3630 30 LAYING fBodyAccMag-std() -0.964051810714286
3631 1 SITTING fBodyAccMag-std() -0.928444801702128
3632 2 SITTING fBodyAccMag-std() -0.955575602173913
3633 3 SITTING fBodyAccMag-std() -0.874626592115385
3634 4 SITTING fBodyAccMag-std() -0.9198157096
3635 5 SITTING fBodyAccMag-std() -0.925669291136364
3636 6 SITTING fBodyAccMag-std() -0.939547202909091
3637 7 SITTING fBodyAccMag-std() -0.88691563825
3638 8 SITTING fBodyAccMag-std() -0.93172124
3639 9 SITTING fBodyAccMag-std() -0.8691725114
3640 10 SITTING fBodyAccMag-std() -0.941511952777778
3641 11 SITTING fBodyAccMag-std() -0.948521986037736
3642 12 SITTING fBodyAccMag-std() -0.950647188823529
3643 13 SITTING fBodyAccMag-std() -0.938529931020408
3644 14 SITTING fBodyAccMag-std() -0.929193937222222
3645 15 SITTING fBodyAccMag-std() -0.941195938135593
3646 16 SITTING fBodyAccMag-std() -0.942588250115942
3647 17 SITTING fBodyAccMag-std() -0.9653996796875
3648 18 SITTING fBodyAccMag-std() -0.982226151578947
3649 19 SITTING fBodyAccMag-std() -0.952802277671233
3650 20 SITTING fBodyAccMag-std() -0.942151231515152
3651 21 SITTING fBodyAccMag-std() -0.974447593176471
3652 22 SITTING fBodyAccMag-std() -0.926798029822581
3653 23 SITTING fBodyAccMag-std() -0.927090118382353
3654 24 SITTING fBodyAccMag-std() -0.965852262058824
3655 25 SITTING fBodyAccMag-std() -0.961997268307692
3656 26 SITTING fBodyAccMag-std() -0.934587699141026
3657 27 SITTING fBodyAccMag-std() -0.970885296857143
3658 28 SITTING fBodyAccMag-std() -0.952281424444444
3659 29 SITTING fBodyAccMag-std() -0.971218019833333
3660 30 SITTING fBodyAccMag-std() -0.943543732580645
3661 1 STANDING fBodyAccMag-std() -0.982313804716981
3662 2 STANDING fBodyAccMag-std() -0.960519381481482
3663 3 STANDING fBodyAccMag-std() -0.921836076557377
3664 4 STANDING fBodyAccMag-std() -0.895340042142857
3665 5 STANDING fBodyAccMag-std() -0.886745170714286
3666 6 STANDING fBodyAccMag-std() -0.94456410754386
3667 7 STANDING fBodyAccMag-std() -0.93728796509434
3668 8 STANDING fBodyAccMag-std() -0.938628186322222
3669 9 STANDING fBodyAccMag-std() -0.940265546444444
3670 10 STANDING fBodyAccMag-std() -0.945048242954545
3671 11 STANDING fBodyAccMag-std() -0.981503969574468
3672 12 STANDING fBodyAccMag-std() -0.939741929016393
3673 13 STANDING fBodyAccMag-std() -0.970445378947368
3674 14 STANDING fBodyAccMag-std() -0.939799869833333
3675 15 STANDING fBodyAccMag-std() -0.950204045849057
3676 16 STANDING fBodyAccMag-std() -0.957173571923077
3677 17 STANDING fBodyAccMag-std() -0.975504840641026
3678 18 STANDING fBodyAccMag-std() -0.973264853561644
3679 19 STANDING fBodyAccMag-std() -0.964259110821918
3680 20 STANDING fBodyAccMag-std() -0.918651880273973
3681 21 STANDING fBodyAccMag-std() -0.960041844382022
3682 22 STANDING fBodyAccMag-std() -0.943739135238095
3683 23 STANDING fBodyAccMag-std() -0.955291356470588
3684 24 STANDING fBodyAccMag-std() -0.949522556376812
3685 25 STANDING fBodyAccMag-std() -0.970203660405405
3686 26 STANDING fBodyAccMag-std() -0.963909299324324
3687 27 STANDING fBodyAccMag-std() -0.967529105125
3688 28 STANDING fBodyAccMag-std() -0.923857158227848
3689 29 STANDING fBodyAccMag-std() -0.982247716
3690 30 STANDING fBodyAccMag-std() -0.921733233050847
3691 1 WALKING fBodyAccMag-std() -0.398032586842105
3692 2 WALKING fBodyAccMag-std() -0.577105211694915
3693 3 WALKING fBodyAccMag-std() -0.456373080862069
3694 4 WALKING fBodyAccMag-std() -0.651172628166667
3695 5 WALKING fBodyAccMag-std() -0.519636926071429
3696 6 WALKING fBodyAccMag-std() -0.421683093508772
3697 7 WALKING fBodyAccMag-std() -0.351706780526316
3698 8 WALKING fBodyAccMag-std() -0.360818978541667
3699 9 WALKING fBodyAccMag-std() -0.513891953269231
3700 10 WALKING fBodyAccMag-std() -0.370471943962264
3701 11 WALKING fBodyAccMag-std() -0.584455992033898
3702 12 WALKING fBodyAccMag-std() -0.4088962994
3703 13 WALKING fBodyAccMag-std() -0.438388953157895
3704 14 WALKING fBodyAccMag-std() -0.457490009491525
3705 15 WALKING fBodyAccMag-std() -0.458344792407407
3706 16 WALKING fBodyAccMag-std() -0.592150985098039
3707 17 WALKING fBodyAccMag-std() -0.565162507704918
3708 18 WALKING fBodyAccMag-std() -0.565563056964286
3709 19 WALKING fBodyAccMag-std() -0.324793406057692
3710 20 WALKING fBodyAccMag-std() -0.389934004313725
3711 21 WALKING fBodyAccMag-std() -0.438149791153846
3712 22 WALKING fBodyAccMag-std() -0.381399308043478
3713 23 WALKING fBodyAccMag-std() -0.407577515762712
3714 24 WALKING fBodyAccMag-std() -0.590265845517241
3715 25 WALKING fBodyAccMag-std() -0.632927475540541
3716 26 WALKING fBodyAccMag-std() -0.537183967118644
3717 27 WALKING fBodyAccMag-std() -0.550392604912281
3718 28 WALKING fBodyAccMag-std() -0.511573670555556
3719 29 WALKING fBodyAccMag-std() -0.393257505471698
3720 30 WALKING fBodyAccMag-std() -0.469852794923077
3721 1 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.186530301073469
3722 2 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.0214787881723404
3723 3 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.233849422120408
3724 4 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.263644030288889
3725 5 WALKING_DOWNSTAIRS fBodyAccMag-std() 0.0428533623276596
3726 6 WALKING_DOWNSTAIRS fBodyAccMag-std() 0.1446227570625
3727 7 WALKING_DOWNSTAIRS fBodyAccMag-std() 0.0214440976893617
3728 8 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.156141093578947
3729 9 WALKING_DOWNSTAIRS fBodyAccMag-std() 0.0888671674047619
3730 10 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.0616742840815789
3731 11 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.137123060369565
3732 12 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.105124972078261
3733 13 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.210912766382979
3734 14 WALKING_DOWNSTAIRS fBodyAccMag-std() 0.178684580868889
3735 15 WALKING_DOWNSTAIRS fBodyAccMag-std() 0.153124178119048
3736 16 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.0534137179170213
3737 17 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.0618876767130435
3738 18 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.344299434181818
3739 19 WALKING_DOWNSTAIRS fBodyAccMag-std() 0.0828630624102564
3740 20 WALKING_DOWNSTAIRS fBodyAccMag-std() 0.000242174637777778
3741 21 WALKING_DOWNSTAIRS fBodyAccMag-std() 0.0791271386644444
3742 22 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.0575202606055556
3743 23 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.0453930349148148
3744 24 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.175291708678182
3745 25 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.359437080103448
3746 26 WALKING_DOWNSTAIRS fBodyAccMag-std() 0.005749436614
3747 27 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.071212004425
3748 28 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.074058597676087
3749 29 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.0330868111229167
3750 30 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.178535173268548
3751 1 WALKING_UPSTAIRS fBodyAccMag-std() -0.416260101509434
3752 2 WALKING_UPSTAIRS fBodyAccMag-std() -0.36672824375
3753 3 WALKING_UPSTAIRS fBodyAccMag-std() -0.447994369152542
3754 4 WALKING_UPSTAIRS fBodyAccMag-std() -0.301005898461538
3755 5 WALKING_UPSTAIRS fBodyAccMag-std() -0.254091927148936
3756 6 WALKING_UPSTAIRS fBodyAccMag-std() -0.222161433666667
3757 7 WALKING_UPSTAIRS fBodyAccMag-std() -0.415307106666667
3758 8 WALKING_UPSTAIRS fBodyAccMag-std() -0.409282851707317
3759 9 WALKING_UPSTAIRS fBodyAccMag-std() -0.509929461428571
3760 10 WALKING_UPSTAIRS fBodyAccMag-std() -0.361437534680851
3761 11 WALKING_UPSTAIRS fBodyAccMag-std() -0.376027878888889
3762 12 WALKING_UPSTAIRS fBodyAccMag-std() -0.395285130961538
3763 13 WALKING_UPSTAIRS fBodyAccMag-std() -0.409065516363636
3764 14 WALKING_UPSTAIRS fBodyAccMag-std() -0.143253889222222
3765 15 WALKING_UPSTAIRS fBodyAccMag-std() -0.255659340833333
3766 16 WALKING_UPSTAIRS fBodyAccMag-std() -0.418924256078431
3767 17 WALKING_UPSTAIRS fBodyAccMag-std() -0.217393170604167
3768 18 WALKING_UPSTAIRS fBodyAccMag-std() -0.436218933448276
3769 19 WALKING_UPSTAIRS fBodyAccMag-std() -0.368253499
3770 20 WALKING_UPSTAIRS fBodyAccMag-std() -0.320241012294118
3771 21 WALKING_UPSTAIRS fBodyAccMag-std() -0.403357611702128
3772 22 WALKING_UPSTAIRS fBodyAccMag-std() -0.334126221428571
3773 23 WALKING_UPSTAIRS fBodyAccMag-std() -0.410047643333333
3774 24 WALKING_UPSTAIRS fBodyAccMag-std() -0.406283377627119
3775 25 WALKING_UPSTAIRS fBodyAccMag-std() -0.536120293230769
3776 26 WALKING_UPSTAIRS fBodyAccMag-std() -0.274226227272727
3777 27 WALKING_UPSTAIRS fBodyAccMag-std() -0.468707734509804
3778 28 WALKING_UPSTAIRS fBodyAccMag-std() -0.334626168823529
3779 29 WALKING_UPSTAIRS fBodyAccMag-std() -0.155993755897959
3780 30 WALKING_UPSTAIRS fBodyAccMag-std() -0.394508080769231
3781 1 LAYING fBodyBodyAccJerkMag-mean() -0.9333003608
3782 2 LAYING fBodyBodyAccJerkMag-mean() -0.985374114791667
3783 3 LAYING fBodyBodyAccJerkMag-mean() -0.975949597903226
3784 4 LAYING fBodyBodyAccJerkMag-mean() -0.96228712537037
3785 5 LAYING fBodyBodyAccJerkMag-mean() -0.977356379807692
3786 6 LAYING fBodyBodyAccJerkMag-mean() -0.948655471052632
3787 7 LAYING fBodyBodyAccJerkMag-mean() -0.968066259230769
3788 8 LAYING fBodyBodyAccJerkMag-mean() -0.961792852407407
3789 9 LAYING fBodyBodyAccJerkMag-mean() -0.9543205856
3790 10 LAYING fBodyBodyAccJerkMag-mean() -0.968561121551724
3791 11 LAYING fBodyBodyAccJerkMag-mean() -0.976940774561403
3792 12 LAYING fBodyBodyAccJerkMag-mean() -0.962448418666667
3793 13 LAYING fBodyBodyAccJerkMag-mean() -0.980754385967742
3794 14 LAYING fBodyBodyAccJerkMag-mean() -0.96798859627451
